x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,class
0.473226786,0.448671222,-1.370094299,0.999899745,0.508110225,0.371178269,-1.296492696,0.999824703,0.53105855,0.369568944,-1.296182156,0.999830127,0.551406384,0.36849618,-1.29498744,0.999795139,0.437664032,0.377287388,-1.288129807,0.999824822,0.415015459,0.379923582,-1.28825438,0.999840379,0.394641697,0.383178592,-1.288196564,0.999812663,0.585738122,0.401192307,-0.820288301,0.999680877,0.37385869,0.416651368,-0.769697368,0.999780595,0.522322416,0.529784799,-1.188327909,0.999868393,0.443107337,0.534119606,-1.174964428,0.999841332,0.751852512,0.84138453,-0.593496025,0.99924171,0.250313699,0.857610583,-0.492219388,0.998892128,0.82933557,1.25566411,-0.733059585,0.640007317,0.159717381,1.335932851,-0.60692662,0.495912284,0.84778738,1.744262338,-1.368349791,0.330205083,0.105945468,1.707961082,-1.206311345,0.108929008,0.894842029,1.87133646,-1.5442518,0.292072386,0.108898908,1.895210981,-1.373504162,0.112538368,0.836247444,1.878518939,-1.627854347,0.390374213,0.158123553,1.89827764,-1.484395981,0.187661752,0.811046064,1.832707167,-1.437939882,0.39198935,0.179909378,1.842969418,-1.288864493,0.173044533,0.623973906,1.804527044,0.022450589,0.002820836,0.322329581,1.801787376,-0.00992969,0.002612887,0.656422496,2.594936371,-0.106489047,0.006553344,0.317073315,2.57702589,-0.03826065,0.007886823,0.633613825,3.290207624,0.782145381,0.005605697,0.306920618,3.296583891,0.457379282,0.005452943,0.645226896,3.39290905,0.879768431,0.00558883,0.302584171,3.411408901,0.505358934,0.00591138,0.57081908,3.512576103,0.473187864,0.005098036,0.332950741,3.503667355,0.06103136,0.005048582,Normal
0.472679645,0.446289659,-1.283956528,0.999923348,0.504649103,0.366264939,-1.204633236,0.999869943,0.528108954,0.364321589,-1.204341412,0.999875188,0.549427927,0.362890601,-1.202998161,0.999855995,0.433676302,0.372811675,-1.194093585,0.999857783,0.411569059,0.37487781,-1.194018602,0.999866009,0.391272753,0.378036976,-1.193872571,0.99983716,0.585499644,0.399509907,-0.721126974,0.999783218,0.371149302,0.4109267,-0.665874481,0.999791443,0.520608842,0.528239727,-1.104380012,0.999908924,0.441865355,0.533298612,-1.089994788,0.999868989,0.7573452,0.849290013,-0.52648747,0.999282062,0.239959568,0.89004004,-0.400219083,0.998788893,0.825823724,1.296695471,-0.684534967,0.659605145,0.160463691,1.372835398,-0.533152461,0.509325802,0.855996966,1.750400543,-1.302185416,0.37193346,0.122903705,1.759961843,-1.154929161,0.088326603,0.902792454,1.895308733,-1.465842009,0.332290769,0.118341923,1.942650437,-1.319282174,0.090569705,0.84669435,1.906372428,-1.547443271,0.436711162,0.174174935,1.948273063,-1.420076251,0.159834132,0.815839946,1.862953186,-1.37013495,0.447411895,0.196415693,1.889948487,-1.235346913,0.147505328,0.643540382,1.827587485,0.029958192,0.00248059,0.329802096,1.833250046,-0.017192222,0.002331586,0.688563228,2.593466759,-0.225329995,0.009758026,0.350873649,2.633488655,-0.170658007,0.01183675,0.687630892,3.316650867,0.559868217,0.008469264,0.348032951,3.369389296,0.243367866,0.008558606,0.698265076,3.431344032,0.647511423,0.007427125,0.346574306,3.49008894,0.282825291,0.007211307,0.642668962,3.536009312,0.234357849,0.0065015,0.379174441,3.578034401,-0.179239511,0.006366095,Normal
0.472032487,0.440439343,-1.287614942,0.999944448,0.50487721,0.362191558,-1.205525398,0.999901772,0.528597593,0.361449003,-1.205236316,0.99990356,0.54993242,0.361074209,-1.203900337,0.999884367,0.433365226,0.365916848,-1.19946003,0.999898076,0.411613256,0.367507696,-1.19945538,0.999906659,0.391441345,0.370522976,-1.19935894,0.999887228,0.588044703,0.396356583,-0.716064572,0.999810398,0.371423751,0.40209651,-0.681485534,0.999856949,0.520043075,0.524585366,-1.106622934,0.999923825,0.440039515,0.526963115,-1.097834468,0.999901175,0.757068336,0.850719213,-0.519281685,0.999232411,0.2420187,0.882269382,-0.420625776,0.998836339,0.866117775,1.390706301,-0.67274487,0.647655785,0.163697422,1.347304583,-0.543790758,0.5112499,0.8678509,1.759028435,-1.30307436,0.372485429,0.11647135,1.773509026,-1.137703538,0.085298136,0.938640237,1.910473704,-1.462332964,0.331591964,0.122294307,1.976449132,-1.29729569,0.087074578,0.883962631,1.923166633,-1.549219251,0.436595231,0.17522648,1.982390642,-1.402549148,0.156235769,0.850130916,1.879478693,-1.37318337,0.445880651,0.196874827,1.920911431,-1.218267798,0.140832543,0.649291337,1.809740782,0.030963389,0.00249483,0.333633721,1.839686751,-0.018464938,0.002309649,0.691950917,2.625111818,-0.211492628,0.009221622,0.351212293,2.651006699,-0.160316303,0.012058283,0.693407953,3.339403629,0.572698474,0.008223231,0.356609672,3.388539314,0.255927175,0.008106794,0.705601275,3.450282574,0.661008179,0.007361971,0.35724014,3.508813143,0.296643883,0.007101863,0.645611286,3.560929298,0.253717661,0.006469599,0.384916186,3.5972085,-0.14720419,0.006344661,Normal
0.482949287,0.455738425,-1.253894806,0.999783218,0.519987643,0.394538164,-1.180284262,0.99959451,0.53918618,0.395399809,-1.180303335,0.999645948,0.557042837,0.396725893,-1.180096149,0.999557078,0.457602531,0.393596053,-1.178551435,0.999549568,0.439281076,0.39345336,-1.17851007,0.999576986,0.423838198,0.393584847,-1.178363681,0.999452412,0.58643651,0.422314405,-0.728468418,0.999553621,0.409176558,0.411765933,-0.726659775,0.999565423,0.520391941,0.530762672,-1.084204435,0.9998734,0.451927245,0.527669072,-1.084822536,0.999833107,0.719531655,0.823164046,-0.490624607,0.999190152,0.276729584,0.797608376,-0.457488716,0.999201357,0.806749701,1.263239264,-0.575812638,0.688135743,0.139702648,1.165362835,-0.512444794,0.755604744,0.826302528,1.554745317,-1.126557231,0.167021081,0.111207455,1.479343891,-0.999269128,0.057429917,0.859715462,1.658544064,-1.271637082,0.131919682,0.122651279,1.634584546,-1.13282764,0.043064538,0.816337466,1.658814073,-1.362097502,0.194861799,0.178994209,1.650229812,-1.233526468,0.072359897,0.79502821,1.621341348,-1.189269423,0.196760565,0.191548437,1.60229671,-1.064537883,0.065181419,0.630041599,1.587046385,0.018667657,0.002377476,0.346720546,1.586527586,-0.008917598,0.002612887,0.623512506,2.21322155,-0.163823083,0.035096679,0.351358473,2.212075949,-0.229128748,0.026597096,0.633537471,2.773531199,0.57076335,0.011174089,0.36196214,2.767185688,0.389226645,0.009242456,0.637655139,2.870458841,0.643290639,0.005244774,0.360937536,2.863565445,0.438957691,0.005898912,0.59677434,2.933084965,0.266056061,0.008639092,0.383990467,2.928931952,0.007227921,0.005853669,Normal
0.481102705,0.450877547,-1.283995509,0.999785006,0.516970158,0.388739944,-1.210351467,0.999628186,0.536206901,0.389822364,-1.210448027,0.999659419,0.554077208,0.391195059,-1.210159063,0.999564469,0.456228644,0.387893677,-1.211538434,0.999615431,0.437902808,0.387503386,-1.211665869,0.999642611,0.422106087,0.38739574,-1.211531997,0.999568641,0.583807886,0.418043375,-0.757799149,0.999550283,0.405757248,0.409064651,-0.763938487,0.999678969,0.518298626,0.527447581,-1.113220572,0.999854922,0.450636148,0.52393055,-1.115874648,0.999829769,0.720686495,0.822267115,-0.513049483,0.998975754,0.269353926,0.801829398,-0.49908039,0.998981059,0.815243125,1.226273775,-0.568844497,0.630403399,0.137854755,1.174942374,-0.549729884,0.691506803,0.826916933,1.520646572,-1.106393218,0.148787186,0.092782348,1.493515134,-1.022367954,0.056571797,0.858366966,1.625510335,-1.245421529,0.117297843,0.060084701,1.598455071,-1.150929332,0.046710029,0.81554687,1.629695296,-1.337766051,0.17511113,0.135533333,1.65836966,-1.261408687,0.079083823,0.794923544,1.592107892,-1.169080377,0.17592679,0.151981145,1.610408902,-1.090464234,0.071653388,0.623064041,1.594568968,0.023914836,0.002563235,0.335202873,1.598949313,-0.014176815,0.00276661,0.612130821,2.234800339,-0.099064164,0.022390584,0.331869036,2.256883383,-0.125367284,0.022951135,0.611132741,2.785618305,0.711855531,0.008600394,0.329030156,2.812376976,0.516906321,0.008602952,0.617312849,2.87917757,0.793673158,0.004828631,0.328671545,2.903440237,0.570787311,0.005641542,0.565652072,2.956354618,0.420726031,0.007171679,0.348007321,2.989585638,0.14285776,0.006095748,Normal
0.452703446,0.427764177,-1.534705043,0.999684811,0.49659577,0.347948432,-1.456079721,0.999465883,0.522792339,0.347689152,-1.456127644,0.999537587,0.546575069,0.34728384,-1.455799103,0.999459803,0.420718908,0.34914434,-1.450426579,0.999390483,0.39904514,0.348685026,-1.450508356,0.999423742,0.381678939,0.349024057,-1.45011282,0.999296069,0.585041642,0.370266914,-0.947794557,0.999443591,0.366657138,0.369823933,-0.923516989,0.999386907,0.501269937,0.518915772,-1.343168616,0.999842644,0.417602658,0.511925578,-1.33733952,0.999781787,0.741995156,0.826118946,-0.661726415,0.999489188,0.215289831,0.817981362,-0.613671958,0.999312162,0.841377676,1.352974892,-0.721014082,0.711352408,0.081262201,1.280720711,-0.606203794,0.672072768,0.85469532,1.697534323,-1.313789606,0.214242667,0.062570602,1.637549043,-1.10087955,0.05956516,0.895349741,1.813829303,-1.474150181,0.170406446,0.020953864,1.755438805,-1.246644855,0.049547296,0.841450751,1.81768465,-1.578387022,0.244516134,0.130654573,1.807911634,-1.364350796,0.081542268,0.814322114,1.776495934,-1.384098768,0.251554668,0.148175001,1.755523205,-1.175593972,0.07631281,0.639417052,1.745746136,0.025480092,0.001797878,0.300153196,1.742980957,-0.014322598,0.00199276,0.631507933,2.48800993,-0.16172789,0.021026041,0.308144629,2.499296188,-0.193774119,0.022372065,0.629565537,3.112270355,0.789631963,0.007734437,0.304297268,3.148283005,0.533263981,0.009513715,0.637252927,3.219578981,0.888802171,0.004398112,0.303702772,3.260747433,0.596243501,0.006732734,0.580918908,3.323407173,0.483531088,0.005613522,0.326954633,3.356380463,0.114835791,0.005874423,Normal
0.435811371,0.410816193,-1.562701464,0.99988842,0.478437126,0.316459894,-1.473844767,0.999800742,0.507336974,0.315444469,-1.473837972,0.999814689,0.53239584,0.313864231,-1.473218679,0.999776542,0.39833346,0.320419312,-1.468496919,0.999791563,0.37585178,0.321077585,-1.468567371,0.999802172,0.357810378,0.32240963,-1.468301892,0.999761045,0.571064591,0.334928393,-0.914942861,0.9997316,0.343232542,0.34433794,-0.892487824,0.999781787,0.491281897,0.50568223,-1.353510022,0.999919176,0.400194079,0.503846884,-1.348263502,0.999894023,0.743985534,0.82593441,-0.64092207,0.999384761,0.182047904,0.827305555,-0.547515273,0.999141335,0.857884288,1.373157263,-0.760850608,0.69825083,0.042289764,1.323322058,-0.627551198,0.643634915,0.856230617,1.749745727,-1.448319554,0.200888053,0.032920331,1.733111024,-1.27505362,0.072216086,0.89348793,1.882120013,-1.622536898,0.163437232,0.02327311,1.900092363,-1.441445112,0.061261825,0.836884439,1.88690114,-1.721081972,0.242308334,0.085453719,1.907791018,-1.556951165,0.102912247,0.810915291,1.839410186,-1.51955533,0.236036792,0.104448467,1.84785068,-1.35435462,0.092497915,0.646297038,1.821703315,0.016895944,0.001415931,0.276482761,1.835212588,-0.004499565,0.001439945,0.629934728,2.633044004,-0.161496192,0.019676823,0.275159001,2.670970201,-0.149892345,0.022427343,0.615967512,3.316644192,0.887357831,0.009481565,0.259924829,3.373567581,0.637549281,0.010344264,0.622465789,3.430451632,0.997299373,0.005797451,0.261170745,3.489883423,0.706604958,0.006871222,0.558785796,3.545018435,0.540761769,0.00716441,0.273669302,3.600689173,0.184537455,0.006758724,Normal
0.44224751,0.412691474,-1.431105018,0.999834895,0.481425226,0.335211158,-1.343853593,0.999739826,0.505505681,0.334419727,-1.343882561,0.99976629,0.52699852,0.333436847,-1.343316674,0.999721229,0.409846634,0.337979913,-1.347430825,0.999701083,0.389336109,0.33833468,-1.347507358,0.999710143,0.371971577,0.339400411,-1.347251534,0.99964571,0.562889338,0.356215954,-0.810342729,0.999701083,0.358168423,0.362011909,-0.823607624,0.999686599,0.491536349,0.497445941,-1.230146408,0.999896526,0.41180557,0.49523592,-1.235458255,0.999858499,0.717259645,0.798607111,-0.50061214,0.999487162,0.217695355,0.816835821,-0.532385588,0.99921,0.827417135,1.299562931,-0.55930227,0.66928792,0.090212077,1.256314993,-0.553240299,0.681883216,0.837637305,1.624907851,-1.219921947,0.248981208,0.083313823,1.652211666,-1.100412488,0.077485494,0.873772681,1.756817341,-1.38264966,0.208987907,0.04993543,1.798780084,-1.254866362,0.068362027,0.825115979,1.755561829,-1.491082549,0.291368514,0.106114805,1.807142258,-1.378815889,0.115067594,0.799971104,1.715199709,-1.29427433,0.294203311,0.124796897,1.752305269,-1.178776979,0.102622792,0.634955227,1.711289048,0.048374087,0.004000635,0.296509266,1.720558405,-0.03654604,0.00437909,0.649982452,2.432754755,-0.185578123,0.020725004,0.323136508,2.471734285,-0.221109435,0.023792136,0.669554114,3.07339716,0.76981926,0.008493776,0.33613199,3.138355494,0.455079198,0.010871657,0.679569006,3.182304859,0.868048429,0.005917379,0.336009026,3.249227524,0.512093484,0.008210749,0.631552756,3.271308422,0.447946131,0.007315216,0.373087764,3.341010094,0.015368097,0.008007482,Normal
0.460151941,0.437678099,-1.302965403,0.99987781,0.494731158,0.372244954,-1.226700187,0.999784648,0.514203191,0.372185588,-1.226615787,0.999803603,0.532943964,0.372767568,-1.225969791,0.999760568,0.4309434,0.374824882,-1.226723075,0.999766886,0.412380248,0.375065684,-1.226812363,0.999782145,0.395704299,0.375857592,-1.226641893,0.999734819,0.561795175,0.403790116,-0.761629701,0.999700546,0.380002677,0.39972949,-0.759585559,0.99974972,0.501052439,0.513992548,-1.128866434,0.999904633,0.429913342,0.511463881,-1.129296899,0.999874115,0.69749099,0.802130818,-0.522591174,0.999453485,0.25172776,0.812129557,-0.487686515,0.999184787,0.801393628,1.245374322,-0.606620669,0.657956898,0.138235569,1.2198627,-0.549555063,0.632166862,0.810719192,1.567229629,-1.199543715,0.211382374,0.132174253,1.571214676,-1.065871,0.066116229,0.84630084,1.678327203,-1.352876425,0.175206363,0.102778971,1.702734351,-1.207683921,0.058922745,0.796989322,1.684215069,-1.440483689,0.254361302,0.155095965,1.712576628,-1.316329122,0.102133952,0.773944259,1.645452619,-1.264286637,0.254801422,0.171336263,1.662750125,-1.138110399,0.091925658,0.625167906,1.61488688,0.024303243,0.001876835,0.323783845,1.623554111,-0.013662947,0.001840072,0.618331015,2.297482252,-0.148278162,0.013914353,0.328803241,2.306195259,-0.160000965,0.013181058,0.622551084,2.885398388,0.640240073,0.007456627,0.33263123,2.897162676,0.426180452,0.006238492,0.631833315,2.984162807,0.721742034,0.005144229,0.332046062,2.99532795,0.476988077,0.005328188,0.574735582,3.062558174,0.333717465,0.005884541,0.357909381,3.075592995,0.046243872,0.00456438,Normal
0.465767562,0.471289396,-1.284567833,0.999783218,0.495612949,0.41105628,-1.216991305,0.999627352,0.513285697,0.411999226,-1.216917992,0.999657869,0.529865742,0.41355288,-1.216535687,0.999582708,0.439399779,0.410834432,-1.219269156,0.999606669,0.421323895,0.41091454,-1.219454646,0.999632001,0.405618846,0.411825418,-1.219260693,0.999581158,0.557803631,0.445327401,-0.788710594,0.999477446,0.389872849,0.436962485,-0.796159446,0.999648571,0.501504421,0.538992763,-1.12174356,0.99983716,0.437228322,0.538960218,-1.124703646,0.999805868,0.685064137,0.797823906,-0.537114918,0.999303818,0.274121583,0.813911796,-0.536492586,0.999242425,0.817496955,1.195717812,-0.559759378,0.658690453,0.154419869,1.193067551,-0.535982072,0.72253561,0.82101202,1.507432818,-1.07538414,0.169729233,0.148615927,1.517980337,-0.934315205,0.102315441,0.85180676,1.615266204,-1.213481307,0.132400393,0.120425969,1.636626244,-1.055174708,0.081746556,0.803602159,1.621212363,-1.298766017,0.194699928,0.170113623,1.645813704,-1.166382074,0.127171353,0.784835994,1.583967805,-1.134760976,0.193750978,0.185437709,1.602216363,-1.001039147,0.120971978,0.624499738,1.552439451,0.027636603,0.001696217,0.35037446,1.568226933,-0.017906645,0.001666826,0.618247032,2.205190182,-0.059560686,0.011443437,0.353322923,2.206761837,-0.12221951,0.012203751,0.621277213,2.737342596,0.678187668,0.005445831,0.358983845,2.741759062,0.480001122,0.004579952,0.630144536,2.827439785,0.752848983,0.003495728,0.357500583,2.829875469,0.531789362,0.003793054,0.577456415,2.899298191,0.393462986,0.004776181,0.385104179,2.905912876,0.131501451,0.003642005,Normal
